 Eigenvectors after division by SQRT(mass)

 Eigenvectors and eigenvalues of the dynamical matrix
 ----------------------------------------------------
 
 
   1 f  =   92.668788 THz   582.255166 2PiTHz 3091.098034 cm-1   383.247139 meV
             X         Y         Z           dx          dy          dz
6.452513 3.552463 11.317137 -0.004814 0.007277 0.000813
6.632662 3.445771 12.716280 0.000690 -0.000824 -0.000529
0.941357 7.653910 1.408116 -0.000690 0.000824 0.000529
5.633376 2.607569 0.382961 -0.002093 -0.006006 -0.003170
1.940643 8.492112 13.741435 0.002093 0.006006 0.003170
4.840773 1.945228 2.622035 -0.005477 -0.011058 -0.004324
2.733246 9.154452 11.502361 0.005477 0.011058 0.004324
4.055198 1.305234 4.876300 -0.025333 -0.051225 -0.022074
3.518821 9.794447 9.248096 0.025333 0.051225 0.022074
3.038702 9.149620 6.642741 0.018705 0.043035 0.019263
4.535317 1.950061 7.481655 -0.018705 -0.043035 -0.019263
6.454004 2.681878 6.259783 0.012897 0.027510 0.011979
1.120015 8.417803 7.864613 -0.012897 -0.027510 -0.011979
6.050913 3.837101 4.107258 -0.018794 -0.037338 -0.017036
1.523106 7.262580 10.017137 0.018794 0.037338 0.017036
0.561596 4.469044 1.854532 -0.000876 -0.000096 -0.000534
7.012423 6.630636 12.269863 0.000876 0.000096 0.000534
5.439271 10.251237 13.102605 -0.010513 0.023204 0.002297
2.134749 0.848443 1.021791 0.010513 -0.023204 -0.002297
4.050192 6.224641 1.211633 -0.042280 0.091226 0.015219
3.523827 4.875040 12.912762 0.042280 -0.091226 -0.015219
3.259340 5.531306 3.443297 -0.146981 0.309263 0.045172
4.314679 5.568374 10.681099 0.146981 -0.309263 -0.045172
3.638857 5.343538 5.881183 0.093368 -0.185370 -0.026475
3.935162 5.756143 8.243213 -0.093368 0.185370 0.026475
5.764399 6.218295 6.911756 0.104011 -0.261189 -0.033299
1.809620 4.881386 7.212640 -0.104011 0.261189 0.033299
1.257966 7.224272 5.481744 -0.125952 0.285219 0.029516
6.316053 3.875408 8.642652 0.125952 -0.285219 -0.029516
2.051955 7.920628 3.254803 -0.012191 0.031046 0.003006
5.522064 3.179053 10.869592 0.012191 -0.031046 -0.003006
 
 109 f  =   27.117106 THz   170.381802 2PiTHz  904.529291 cm-1   112.147289 meV
             X         Y         Z           dx          dy          dz
4.698640 3.159745 0.216056 -0.002032 -0.009299 -0.021297
2.875380 7.939936 13.908340 0.002032 0.009299 0.021297
3.719169 3.171409 1.224242 0.013813 0.002809 0.002039
3.854850 7.928272 12.900154 -0.013813 -0.002809 -0.002039
3.905538 2.495774 2.453079 -0.040177 0.003043 0.005652
3.668481 8.603907 11.671317 0.040177 -0.003043 -0.005652
2.935222 2.524374 3.455308 -0.001262 -0.000813 0.018376
4.638797 8.575307 10.669088 0.001262 0.000813 -0.018376
3.123484 1.861451 4.711497 0.036079 -0.025450 0.004934
4.450535 9.238230 9.412899 -0.036079 0.025450 -0.004934
2.157608 1.918712 5.685533 -0.009494 0.019958 -0.039815
5.416411 9.180969 8.438863 0.009494 -0.019958 0.039815
0.941986 2.639235 5.465655 -0.031894 0.005469 0.032624
6.632033 8.460445 8.658740 0.031894 -0.005469 -0.032624
0.716085 3.282691 4.275831 0.039118 -0.019209 0.008421
6.857934 7.816990 9.848564 -0.039118 0.019209 -0.008421
1.695335 3.253034 3.231222 0.004399 -0.002395 -0.017858
5.878684 7.846646 10.893173 -0.004399 0.002395 0.017858
1.495953 3.915837 2.020092 -0.017663 0.033689 -0.015196
6.078067 7.183844 12.104303 0.017663 -0.033689 0.015196
5.098186 7.196984 13.124433 -0.004177 0.014370 -0.000521
2.475833 3.902697 0.999962 0.004177 -0.014370 0.000521
6.371443 10.622440 13.549097 0.001098 0.017549 -0.017491
1.202576 0.477240 0.575299 -0.001098 -0.017549 0.017491
5.967171 7.163488 0.814803 -0.007451 -0.010990 -0.010059
1.606848 3.936193 13.309592 0.007451 0.010990 0.010059
4.983276 6.594891 1.657242 0.025645 0.019448 0.040543
2.590743 4.504789 12.467153 -0.025645 -0.019448 -0.040543
5.173897 6.492191 3.035826 -0.007048 -0.011981 0.018554
2.400122 4.607490 11.088569 0.007048 0.011981 -0.018554
4.187287 5.905941 3.892689 -0.049054 -0.017210 -0.023958
3.386732 5.193740 10.231706 0.049054 0.017210 0.023958
4.399320 5.810569 5.245598 0.043007 0.029062 -0.032306
3.174700 5.289111 8.878798 -0.043007 -0.029062 0.032306
5.610011 6.298359 5.829263 0.011039 -0.004901 0.057830
1.964008 4.801322 8.295133 -0.011039 0.004901 -0.057830
6.586600 6.858686 5.043521 -0.049180 -0.022228 -0.023696
0.987419 4.240994 9.080875 0.049180 0.022228 0.023696
6.411273 6.979367 3.626882 0.002831 0.008310 -0.021316
1.162747 4.120314 10.497514 -0.002831 -0.008310 0.021316
1.121506 7.547218 2.807259 0.049069 0.013997 -0.002606
6.452513 3.552463 11.317137 -0.049069 -0.013997 0.002606
6.632662 3.445771 12.716280 0.015527 0.000027 0.000900
0.941357 7.653910 1.408116 -0.015527 -0.000027 -0.000900
5.633376 2.607569 0.382961 0.055058 0.090262 -0.011665
1.940643 8.492112 13.741435 -0.055058 -0.090262 0.011665
4.840773 1.945228 2.622035 -0.017703 0.056992 0.053845
2.733246 9.154452 11.502361 0.017703 -0.056992 -0.053845
4.055198 1.305234 4.876300 0.031882 -0.018778 0.049750
3.518821 9.794447 9.248096 -0.031882 0.018778 -0.049750
3.038702 9.149620 6.642741 0.005629 0.033615 -0.034385
4.535317 1.950061 7.481655 -0.005629 -0.033615 0.034385
6.454004 2.681878 6.259783 -0.043064 -0.014646 0.022208
1.120015 8.417803 7.864613 0.043064 0.014646 -0.022208
6.050913 3.837101 4.107258 0.043946 -0.024175 -0.035012
1.523106 7.262580 10.017137 -0.043946 0.024175 0.035012
0.561596 4.469044 1.854532 -0.050420 -0.036701 -0.070083
7.012423 6.630636 12.269863 0.050420 0.036701 0.070083
5.439271 10.251237 13.102605 0.052927 -0.047415 -0.071667
2.134749 0.848443 1.021791 -0.052927 0.047415 0.071667
4.050192 6.224641 1.211633 0.048439 -0.057422 0.058894
3.523827 4.875040 12.912762 -0.048439 0.057422 -0.058894
3.259340 5.531306 3.443297 -0.062341 -0.039492 0.021937
4.314679 5.568374 10.681099 0.062341 0.039492 -0.021937
3.638857 5.343538 5.881183 0.057680 0.003423 -0.032216
3.935162 5.756143 8.243213 -0.057680 -0.003423 0.032216
5.764399 6.218295 6.911756 -0.002347 -0.000133 0.059274
1.809620 4.881386 7.212640 0.002347 0.000133 -0.059274
1.257966 7.224272 5.481744 -0.037459 0.005182 -0.069546
6.316053 3.875408 8.642652 0.037459 -0.005182 0.069546
2.051955 7.920628 3.254803 0.038300 0.064677 -0.020592
5.522064 3.179053 10.869592 -0.038300 -0.064677 0.020592
 
 110 f  =   27.104900 THz   170.305110 2PiTHz  904.122148 cm-1   112.096809 meV
             X         Y         Z           dx          dy          dz
4.698640 3.159745 0.216056 0.004999 0.001787 -0.021493
2.875380 7.939936 13.908340 -0.004999 -0.001787 0.021493
3.719169 3.171409 1.224242 0.014456 -0.004114 -0.001111
3.854850 7.928272 12.900154 -0.014456 0.004114 0.001111
3.905538 2.495774 2.453079 -0.047783 0.015271 0.012373
3.668481 8.603907 11.671317 0.047783 -0.015271 -0.012373
2.935222 2.524374 3.455308 -0.004081 -0.006717 0.021670
4.638797 8.575307 10.669088 0.004081 0.006717 -0.021670
3.123484 1.861451 4.711497 0.052268 -0.028845 0.009588
4.450535 9.238230 9.412899 -0.052268 0.028845 -0.009588
2.157608 1.918712 5.685533 -0.012721 0.026878 -0.053177
5.416411 9.180969 8.438863 0.012721 -0.026878 0.053177
0.941986 2.639235 5.465655 -0.044583 0.004810 0.043254
6.632033 8.460445 8.658740 0.044583 -0.004810 -0.043254
0.716085 3.282691 4.275831 0.050035 -0.028927 0.010360
6.857934 7.816990 9.848564 -0.050035 0.028927 -0.010360
1.695335 3.253034 3.231222 0.008130 0.002919 -0.021721
5.878684 7.846646 10.893173 -0.008130 -0.002919 0.021721
1.495953 3.915837 2.020092 -0.029941 0.032865 -0.027150
6.078067 7.183844 12.104303 0.029941 -0.032865 0.027150
5.098186 7.196984 13.124433 -0.010088 0.010724 -0.004708
2.475833 3.902697 0.999962 0.010088 -0.010724 0.004708
6.371443 10.622440 13.549097 -0.006759 -0.002786 0.015671
1.202576 0.477240 0.575299 0.006759 0.002786 -0.015671
5.967171 7.163488 0.814803 0.009760 0.001189 0.007433
1.606848 3.936193 13.309592 -0.009760 -0.001189 -0.007433
4.983276 6.594891 1.657242 -0.027409 -0.004417 -0.031815
2.590743 4.504789 12.467153 0.027409 0.004417 0.031815
5.173897 6.492191 3.035826 0.008263 0.004285 -0.015862
2.400122 4.607490 11.088569 -0.008263 -0.004285 0.015862
4.187287 5.905941 3.892689 0.040222 0.015795 0.020101
3.386732 5.193740 10.231706 -0.040222 -0.015795 -0.020101
4.399320 5.810569 5.245598 -0.037952 -0.019511 0.027121
3.174700 5.289111 8.878798 0.037952 0.019511 -0.027121
5.610011 6.298359 5.829263 -0.008390 0.001556 -0.047848
1.964008 4.801322 8.295133 0.008390 -0.001556 0.047848
6.586600 6.858686 5.043521 0.042660 0.015604 0.019394
0.987419 4.240994 9.080875 -0.042660 -0.015604 -0.019394
6.411273 6.979367 3.626882 -0.004573 -0.002414 0.018068
1.162747 4.120314 10.497514 0.004573 0.002414 -0.018068
1.121506 7.547218 2.807259 -0.036523 -0.019899 0.001140
6.452513 3.552463 11.317137 0.036523 0.019899 -0.001140
6.632662 3.445771 12.716280 -0.010571 -0.006039 -0.001681
0.941357 7.653910 1.408116 0.010571 0.006039 0.001681
5.633376 2.607569 0.382961 0.034289 0.041985 -0.052400
1.940643 8.492112 13.741435 -0.034289 -0.041985 0.052400
4.840773 1.945228 2.622035 -0.051512 0.019999 0.043294
2.733246 9.154452 11.502361 0.051512 -0.019999 -0.043294
4.055198 1.305234 4.876300 0.029115 -0.053184 0.057678
3.518821 9.794447 9.248096 -0.029115 0.053184 -0.057678
3.038702 9.149620 6.642741 0.002992 0.037222 -0.048900
4.535317 1.950061 7.481655 -0.002992 -0.037222 0.048900
6.454004 2.681878 6.259783 -0.047756 -0.001284 0.039151
1.120015 8.417803 7.864613 0.047756 0.001284 -0.039151
6.050913 3.837101 4.107258 0.065715 -0.018380 -0.039870
1.523106 7.262580 10.017137 -0.065715 0.018380 0.039870
0.561596 4.469044 1.854532 -0.032356 0.018811 -0.066285
7.012423 6.630636 12.269863 0.032356 -0.018811 0.066285
5.439271 10.251237 13.102605 -0.014815 -0.023830 0.050148
2.134749 0.848443 1.021791 0.014815 0.023830 -0.050148
4.050192 6.224641 1.211633 -0.010395 -0.018091 -0.057816
3.523827 4.875040 12.912762 0.010395 0.018091 0.057816
3.259340 5.531306 3.443297 0.052527 0.031990 -0.018786
4.314679 5.568374 10.681099 -0.052527 -0.031990 0.018786
3.638857 5.343538 5.881183 -0.034066 -0.030281 0.022734
3.935162 5.756143 8.243213 0.034066 0.030281 -0.022734
5.764399 6.218295 6.911756 -0.008958 0.015933 -0.045970
1.809620 4.881386 7.212640 0.008958 -0.015933 0.045970
1.257966 7.224272 5.481744 0.026646 0.010471 0.056900
6.316053 3.875408 8.642652 -0.026646 -0.010471 -0.056900
2.051955 7.920628 3.254803 -0.051463 -0.012192 0.024402
5.522064 3.179053 10.869592 0.051463 0.012192 -0.024402
 
 111 f  =   27.078397 THz   170.138586 2PiTHz  903.238100 cm-1   111.987201 meV
             X         Y         Z           dx          dy          dz
4.698640 3.159745 0.216056 0.022444 0.039018 0.011813
2.875380 7.939936 13.908340 -0.022444 -0.039018 -0.011813
3.719169 3.171409 1.224242 -0.005641 -0.023249 -0.010219
3.854850 7.928272 12.900154 0.005641 0.023249 0.010219
3.905538 2.495774 2.453079 -0.000099 0.034784 0.019512
3.668481 8.603907 11.671317 0.000099 -0.034784 -0.019512
2.935222 2.524374 3.455308 -0.008942 -0.016845 0.000881
4.638797 8.575307 10.669088 0.008942 0.016845 -0.000881
3.123484 1.861451 4.711497 0.022402 0.001053 0.007467
4.450535 9.238230 9.412899 -0.022402 -0.001053 -0.007467
2.157608 1.918712 5.685533 -0.000990 0.014627 -0.015711
5.416411 9.180969 8.438863 0.000990 -0.014627 0.015711
0.941986 2.639235 5.465655 -0.020333 -0.009070 0.009221
6.632033 8.460445 8.658740 0.020333 0.009070 -0.009221
0.716085 3.282691 4.275831 0.013926 -0.014732 0.000463
6.857934 7.816990 9.848564 -0.013926 0.014732 -0.000463
1.695335 3.253034 3.231222 0.011283 0.017201 0.000695
5.878684 7.846646 10.893173 -0.011283 -0.017201 -0.000695
1.495953 3.915837 2.020092 -0.029149 -0.024451 -0.024809
6.078067 7.183844 12.104303 0.029149 0.024451 0.024809
5.098186 7.196984 13.124433 -0.014471 -0.020484 -0.013493
2.475833 3.902697 0.999962 0.014471 0.020484 0.013493
6.371443 10.622440 13.549097 0.020419 -0.035639 -0.009380
1.202576 0.477240 0.575299 -0.020419 0.035639 0.009380
5.967171 7.163488 0.814803 -0.012465 0.022375 0.000227
1.606848 3.936193 13.309592 0.012465 -0.022375 -0.000227
4.983276 6.594891 1.657242 0.024485 -0.030840 0.005206
2.590743 4.504789 12.467153 -0.024485 0.030840 -0.005206
5.173897 6.492191 3.035826 -0.009154 0.012727 0.006814
2.400122 4.607490 11.088569 0.009154 -0.012727 -0.006814
4.187287 5.905941 3.892689 -0.011156 -0.007142 -0.005874
3.386732 5.193740 10.231706 0.011156 0.007142 0.005874
4.399320 5.810569 5.245598 0.017120 -0.004646 -0.010152
3.174700 5.289111 8.878798 -0.017120 0.004646 0.010152
5.610011 6.298359 5.829263 0.001357 0.000863 0.015230
1.964008 4.801322 8.295133 -0.001357 -0.000863 -0.015230
6.586600 6.858686 5.043521 -0.019386 0.007596 -0.003898
0.987419 4.240994 9.080875 0.019386 -0.007596 0.003898
6.411273 6.979367 3.626882 0.008062 -0.012844 -0.007631
1.162747 4.120314 10.497514 -0.008062 0.012844 0.007631
1.121506 7.547218 2.807259 -0.002072 0.033625 0.002291
6.452513 3.552463 11.317137 0.002072 -0.033625 -0.002291
6.632662 3.445771 12.716280 -0.005655 0.022372 0.003691
0.941357 7.653910 1.408116 0.005655 -0.022372 -0.003691
5.633376 2.607569 0.382961 -0.091902 -0.192705 -0.114747
1.940643 8.492112 13.741435 0.091902 0.192705 0.114747
4.840773 1.945228 2.622035 -0.095929 -0.150232 -0.054718
2.733246 9.154452 11.502361 0.095929 0.150232 0.054718
4.055198 1.305234 4.876300 -0.012278 -0.058571 0.001818
3.518821 9.794447 9.248096 0.012278 0.058571 -0.001818
3.038702 9.149620 6.642741 -0.018489 -0.028879 -0.035408
4.535317 1.950061 7.481655 0.018489 0.028879 0.035408
6.454004 2.681878 6.259783 0.024432 0.071799 0.047105
1.120015 8.417803 7.864613 -0.024432 -0.071799 -0.047105
6.050913 3.837101 4.107258 0.028447 0.005652 -0.011393
1.523106 7.262580 10.017137 -0.028447 -0.005652 0.011393
0.561596 4.469044 1.854532 0.085986 0.198176 0.068904
7.012423 6.630636 12.269863 -0.085986 -0.198176 -0.068904
5.439271 10.251237 13.102605 -0.085546 0.203589 0.012765
2.134749 0.848443 1.021791 0.085546 -0.203589 -0.012765
4.050192 6.224641 1.211633 -0.077414 0.182176 0.041618
3.523827 4.875040 12.912762 0.077414 -0.182176 -0.041618
3.259340 5.531306 3.443297 -0.015106 -0.014502 0.008391
4.314679 5.568374 10.681099 0.015106 0.014502 -0.008391
3.638857 5.343538 5.881183 -0.025116 0.080869 0.001788
3.935162 5.756143 8.243213 0.025116 -0.080869 -0.001788
5.764399 6.218295 6.911756 0.009881 -0.021818 0.012031
1.809620 4.881386 7.212640 -0.009881 0.021818 -0.012031
1.257966 7.224272 5.481744 0.016241 -0.056474 -0.026424
6.316053 3.875408 8.642652 -0.016241 0.056474 0.026424
2.051955 7.920628 3.254803 0.080437 -0.133617 -0.029298
5.522064 3.179053 10.869592 -0.080437 0.133617 0.029298
 
 112 f  =   26.960703 THz   169.399094 2PiTHz  899.312256 cm-1   111.500459 meV
             X         Y         Z           dx          dy          dz
4.698640 3.159745 0.216056 0.023146 0.047543 0.022053
2.875380 7.939936 13.908340 0.023146 0.047543 0.022053
3.719169 3.171409 1.224242 -0.014098 -0.028601 -0.015884
3.854850 7.928272 12.900154 -0.014098 -0.028601 -0.015884
3.905538 2.495774 2.453079 0.028245 0.044001 0.017939
3.668481 8.603907 11.671317 0.028245 0.044001 0.017939
2.935222 2.524374 3.455308 -0.008858 -0.016692 -0.011284
4.638797 8.575307 10.669088 -0.008858 -0.016692 -0.011284
3.123484 1.861451 4.711497 -0.003333 0.006164 0.001873
4.450535 9.238230 9.412899 -0.003333 0.006164 0.001873
2.157608 1.918712 5.685533 0.007813 0.006572 0.013648
5.416411 9.180969 8.438863 0.007813 0.006572 0.013648
0.941986 2.639235 5.465655 0.005176 0.001082 -0.005233
6.632033 8.460445 8.658740 0.005176 0.001082 -0.005233
0.716085 3.282691 4.275831 -0.008346 0.000370 -0.003882
6.857934 7.816990 9.848564 -0.008346 0.000370 -0.003882
1.695335 3.253034 3.231222 -0.004429 -0.005218 0.000183
5.878684 7.846646 10.893173 -0.004429 -0.005218 0.000183
1.495953 3.915837 2.020092 0.013610 0.019931 0.015220
6.078067 7.183844 12.104303 0.013610 0.019931 0.015220
5.098186 7.196984 13.124433 -0.011780 -0.022044 -0.009310
2.475833 3.902697 0.999962 -0.011780 -0.022044 -0.009310
6.371443 10.622440 13.549097 -0.017910 0.038998 0.006173
1.202576 0.477240 0.575299 -0.017910 0.038998 0.006173
5.967171 7.163488 0.814803 0.009446 -0.018092 -0.002962
1.606848 3.936193 13.309592 0.009446 -0.018092 -0.002962
4.983276 6.594891 1.657242 -0.010688 0.021278 -0.000733
2.590743 4.504789 12.467153 -0.010688 0.021278 -0.000733
5.173897 6.492191 3.035826 0.003484 -0.004477 -0.002477
2.400122 4.607490 11.088569 0.003484 -0.004477 -0.002477
4.187287 5.905941 3.892689 0.004441 -0.001995 0.001590
3.386732 5.193740 10.231706 0.004441 -0.001995 0.001590
4.399320 5.810569 5.245598 -0.004122 0.000036 0.003252
3.174700 5.289111 8.878798 -0.004122 0.000036 0.003252
5.610011 6.298359 5.829263 -0.004695 0.008631 -0.003793
1.964008 4.801322 8.295133 -0.004695 0.008631 -0.003793
6.586600 6.858686 5.043521 0.003028 0.001873 0.001188
0.987419 4.240994 9.080875 0.003028 0.001873 0.001188
6.411273 6.979367 3.626882 0.005865 -0.012310 0.000296
1.162747 4.120314 10.497514 0.005865 -0.012310 0.000296
1.121506 7.547218 2.807259 -0.018362 0.032131 0.005506
6.452513 3.552463 11.317137 -0.018362 0.032131 0.005506
6.632662 3.445771 12.716280 0.009761 -0.023107 -0.001926
0.941357 7.653910 1.408116 0.009761 -0.023107 -0.001926
5.633376 2.607569 0.382961 -0.124066 -0.244171 -0.118391
1.940643 8.492112 13.741435 -0.124066 -0.244171 -0.118391
4.840773 1.945228 2.622035 -0.117138 -0.245028 -0.118641
2.733246 9.154452 11.502361 -0.117138 -0.245028 -0.118641
4.055198 1.305234 4.876300 0.000368 0.009619 -0.006257
3.518821 9.794447 9.248096 0.000368 0.009619 -0.006257
3.038702 9.149620 6.642741 -0.038196 -0.084682 -0.026962
4.535317 1.950061 7.481655 -0.038196 -0.084682 -0.026962
6.454004 2.681878 6.259783 -0.004989 -0.010425 -0.013584
1.120015 8.417803 7.864613 -0.004989 -0.010425 -0.013584
6.050913 3.837101 4.107258 0.011827 0.040749 0.018592
1.523106 7.262580 10.017137 0.011827 0.040749 0.018592
0.561596 4.469044 1.854532 -0.053267 -0.111278 -0.044164
7.012423 6.630636 12.269863 -0.053267 -0.111278 -0.044164
5.439271 10.251237 13.102605 0.093640 -0.204007 -0.024865
2.134749 0.848443 1.021791 0.093640 -0.204007 -0.024865
4.050192 6.224641 1.211633 0.046324 -0.100792 -0.019262
3.523827 4.875040 12.912762 0.046324 -0.100792 -0.019262
3.259340 5.531306 3.443297 -0.011285 0.032697 0.004492
4.314679 5.568374 10.681099 -0.011285 0.032697 0.004492
3.638857 5.343538 5.881183 0.006418 -0.018622 0.001918
3.935162 5.756143 8.243213 0.006418 -0.018622 0.001918
5.764399 6.218295 6.911756 0.025311 -0.054867 -0.012801
1.809620 4.881386 7.212640 0.025311 -0.054867 -0.012801
1.257966 7.224272 5.481744 -0.004842 0.014693 0.006797
6.316053 3.875408 8.642652 -0.004842 0.014693 0.006797
2.051955 7.920628 3.254803 0.080469 -0.178598 -0.024509
5.522064 3.179053 10.869592 0.080469 -0.178598 -0.024509
 
 113 f  =   26.888058 THz   168.942650 2PiTHz  896.889070 cm-1   111.200022 meV
             X         Y         Z           dx          dy          dz
4.698640 3.159745 0.216056 -0.015516 -0.034082 -0.016212
2.875380 7.939936 13.908340 -0.015516 -0.034082 -0.016212
3.719169 3.171409 1.224242 0.009997 0.019601 0.012910
3.854850 7.928272 12.900154 0.009997 0.019601 0.012910
3.905538 2.495774 2.453079 -0.024715 -0.028714 -0.006657
3.668481 8.603907 11.671317 -0.024715 -0.028714 -0.006657
2.935222 2.524374 3.455308 0.005735 0.009684 0.011743
4.638797 8.575307 10.669088 0.005735 0.009684 0.011743
3.123484 1.861451 4.711497 0.010363 -0.008678 -0.000590
4.450535 9.238230 9.412899 0.010363 -0.008678 -0.000590
2.157608 1.918712 5.685533 -0.006332 0.001754 -0.018398
5.416411 9.180969 8.438863 -0.006332 0.001754 -0.018398
0.941986 2.639235 5.465655 -0.012221 -0.001988 0.010954
6.632033 8.460445 8.658740 -0.012221 -0.001988 0.010954
0.716085 3.282691 4.275831 0.011737 -0.005110 0.004819
6.857934 7.816990 9.848564 0.011737 -0.005110 0.004819
1.695335 3.253034 3.231222 0.006239 0.006252 -0.003111
5.878684 7.846646 10.893173 0.006239 0.006252 -0.003111
1.495953 3.915837 2.020092 -0.014538 -0.012852 -0.018013
6.078067 7.183844 12.104303 -0.014538 -0.012852 -0.018013
5.098186 7.196984 13.124433 0.009624 0.018492 0.004415
2.475833 3.902697 0.999962 0.009624 0.018492 0.004415
6.371443 10.622440 13.549097 -0.023896 0.052183 0.007761
1.202576 0.477240 0.575299 -0.023896 0.052183 0.007761
5.967171 7.163488 0.814803 0.012890 -0.025212 -0.005545
1.606848 3.936193 13.309592 0.012890 -0.025212 -0.005545
4.983276 6.594891 1.657242 -0.015509 0.027700 -0.004139
2.590743 4.504789 12.467153 -0.015509 0.027700 -0.004139
5.173897 6.492191 3.035826 0.005522 -0.005784 -0.004898
2.400122 4.607490 11.088569 0.005522 -0.005784 -0.004898
4.187287 5.905941 3.892689 0.008518 -0.000053 0.004672
3.386732 5.193740 10.231706 0.008518 -0.000053 0.004672
4.399320 5.810569 5.245598 -0.007852 -0.002518 0.006708
3.174700 5.289111 8.878798 -0.007852 -0.002518 0.006708
5.610011 6.298359 5.829263 -0.007630 0.012583 -0.010356
1.964008 4.801322 8.295133 -0.007630 0.012583 -0.010356
6.586600 6.858686 5.043521 0.005772 0.006311 0.002849
0.987419 4.240994 9.080875 0.005772 0.006311 0.002849
6.411273 6.979367 3.626882 0.008549 -0.019143 0.001723
1.162747 4.120314 10.497514 0.008549 -0.019143 0.001723
1.121506 7.547218 2.807259 -0.028040 0.043366 0.009689
6.452513 3.552463 11.317137 -0.028040 0.043366 0.009689
6.632662 3.445771 12.716280 0.013985 -0.033221 -0.001739
0.941357 7.653910 1.408116 0.013985 -0.033221 -0.001739
5.633376 2.607569 0.382961 0.089486 0.172255 0.080866
1.940643 8.492112 13.741435 0.089486 0.172255 0.080866
4.840773 1.945228 2.622035 0.069076 0.158488 0.085266
2.733246 9.154452 11.502361 0.069076 0.158488 0.085266
4.055198 1.305234 4.876300 0.005712 -0.012151 0.013659
3.518821 9.794447 9.248096 0.005712 -0.012151 0.013659
3.038702 9.149620 6.642741 0.023356 0.056728 0.006048
4.535317 1.950061 7.481655 0.023356 0.056728 0.006048
6.454004 2.681878 6.259783 0.004290 0.015072 0.025244
1.120015 8.417803 7.864613 0.004290 0.015072 0.025244
6.050913 3.837101 4.107258 0.001794 -0.028026 -0.016943
1.523106 7.262580 10.017137 0.001794 -0.028026 -0.016943
0.561596 4.469044 1.854532 0.044681 0.102969 0.033612
7.012423 6.630636 12.269863 0.044681 0.102969 0.033612
5.439271 10.251237 13.102605 0.125599 -0.270470 -0.035331
2.134749 0.848443 1.021791 0.125599 -0.270470 -0.035331
4.050192 6.224641 1.211633 0.059901 -0.133076 -0.028476
3.523827 4.875040 12.912762 0.059901 -0.133076 -0.028476
3.259340 5.531306 3.443297 -0.006900 0.036949 0.005188
4.314679 5.568374 10.681099 -0.006900 0.036949 0.005188
3.638857 5.343538 5.881183 0.005631 -0.022790 0.007385
3.935162 5.756143 8.243213 0.005631 -0.022790 0.007385
5.764399 6.218295 6.911756 0.037730 -0.079103 -0.023726
1.809620 4.881386 7.212640 0.037730 -0.079103 -0.023726
1.257966 7.224272 5.481744 0.000295 0.005653 0.014718
6.316053 3.875408 8.642652 0.000295 0.005653 0.014718
2.051955 7.920628 3.254803 0.108130 -0.249497 -0.029334
5.522064 3.179053 10.869592 0.108130 -0.249497 -0.029334
 
 114 f  =   26.868554 THz   168.820105 2PiTHz  896.238496 cm-1   111.119361 meV
             X         Y         Z           dx          dy          dz
4.698640 3.159745 0.216056 0.018128 0.037681 0.017355
2.875380 7.939936 13.908340 -0.018128 -0.037681 -0.017355
3.719169 3.171409 1.224242 -0.010693 -0.021478 -0.009991
3.854850 7.928272 12.900154 0.010693 0.021478 0.009991
3.905538 2.495774 2.453079 0.011261 0.026955 0.012990
3.668481 8.603907 11.671317 -0.011261 -0.026955 -0.012990
2.935222 2.524374 3.455308 -0.007482 -0.013492 -0.005797
4.638797 8.575307 10.669088 0.007482 0.013492 0.005797
3.123484 1.861451 4.711497 0.005841 0.009390 0.003895
4.450535 9.238230 9.412899 -0.005841 -0.009390 -0.003895
2.157608 1.918712 5.685533 0.001147 0.002339 -0.000363
5.416411 9.180969 8.438863 -0.001147 -0.002339 0.000363
0.941986 2.639235 5.465655 -0.005559 -0.007431 -0.002125
6.632033 8.460445 8.658740 0.005559 0.007431 0.002125
0.716085 3.282691 4.275831 -0.000942 -0.006418 -0.002559
6.857934 7.816990 9.848564 0.000942 0.006418 0.002559
1.695335 3.253034 3.231222 0.009106 0.016087 0.007118
5.878684 7.846646 10.893173 -0.009106 -0.016087 -0.007118
1.495953 3.915837 2.020092 -0.017808 -0.035026 -0.016513
6.078067 7.183844 12.104303 0.017808 0.035026 0.016513
5.098186 7.196984 13.124433 -0.012677 -0.024130 -0.012352
2.475833 3.902697 0.999962 0.012677 0.024130 0.012352
6.371443 10.622440 13.549097 -0.020844 0.047636 0.006592
1.202576 0.477240 0.575299 0.020844 -0.047636 -0.006592
5.967171 7.163488 0.814803 0.014116 -0.030711 -0.003728
1.606848 3.936193 13.309592 -0.014116 0.030711 0.003728
4.983276 6.594891 1.657242 -0.018185 0.042105 0.006901
2.590743 4.504789 12.467153 0.018185 -0.042105 -0.006901
5.173897 6.492191 3.035826 0.009129 -0.019276 -0.002359
2.400122 4.607490 11.088569 -0.009129 0.019276 0.002359
4.187287 5.905941 3.892689 -0.002690 0.005596 0.000389
3.386732 5.193740 10.231706 0.002690 -0.005596 -0.000389
4.399320 5.810569 5.245598 -0.004476 0.009802 0.000886
3.174700 5.289111 8.878798 0.004476 -0.009802 -0.000886
5.610011 6.298359 5.829263 0.001805 -0.002563 0.000887
1.964008 4.801322 8.295133 -0.001805 0.002563 -0.000887
6.586600 6.858686 5.043521 0.004757 -0.012506 -0.002443
